year,scholarships,tertiary_expenditure,country_id
2012,5700561.0,,92.0
2013,20529114.0,,92.0
2014,20357694.0,,92.0
2015,16696258.0,,92.0
2016,17478832.0,,92.0
2017,21911936.0,,92.0
2018,22021652.0,,92.0
2019,23018902.0,,92.0
2020,22228498.0,,92.0
2021,23456676.0,,92.0
2022,25453360.0,,92.0
2023,29144264.0,78.29386138916016,92.0
2024,,91.54811096191406,92.0
2006,515482.0,,99.0
2007,2062170.0,,99.0
2008,3277899.0,,99.0
2009,3317912.0,,99.0
2010,1558479.0,,99.0
2011,1667524.0,,99.0
2012,1952194.0,,99.0
2013,2185648.0,,99.0
2014,1579859.0,,99.0
2015,2552762.0,,99.0
2016,2428307.0,,99.0
2017,2635517.0,,99.0
2018,3345474.0,,99.0
2019,3686268.0,91.248046875,99.0
2020,3674165.0,92.90219116210938,99.0
2021,3212916.0,90.76183319091795,99.0
2022,4473976.0,91.80226135253906,99.0
2023,3276124.0,91.28713989257812,99.0
2024,,89.67814636230469,99.0
2006,1128087.0,,95.0
2007,764176.0,,95.0
2008,6465908.0,,95.0
2009,9773985.0,,95.0
2010,8558144.0,,95.0
2011,8220699.0,,95.0
2012,10740405.0,,95.0
2013,11115059.0,,95.0
2014,17674772.0,,95.0
2015,15870030.0,,95.0
2016,16732776.0,,95.0
2017,20351584.0,,95.0
2018,17736068.0,,95.0
2019,21865568.0,,95.0
2020,20832672.0,,95.0
2021,16261198.0,,95.0
2022,15654102.0,,95.0
2023,20449992.0,,95.0
2000,,47.13957977294922,118.0
2002,,24.02363967895508,118.0
2004,,63.74328994750977,118.0
2006,189932.0,,118.0
2007,3060.0,,118.0
2008,139861.0,,118.0
2009,506357.0,,118.0
2010,66566.0,,118.0
2011,134894.0,,118.0
2012,110796.0,,118.0
2013,221444.0,,118.0
2014,109704.0,,118.0
2015,80341.0,,118.0
2016,2503449.0,,118.0
2017,5527827.0,,118.0
2018,1411418.0,,118.0
2019,4498718.0,,118.0
2020,1699557.0,,118.0
2021,775134.0,,118.0
2022,795506.0,,118.0
2023,14494003.0,,118.0
2000,,78.43769073486328,182.0
2001,,79.98191833496094,182.0
2002,,80.48780822753906,182.0
2003,,79.79625701904297,182.0
2004,,80.99179077148438,182.0
2005,,83.15673065185547,182.0
2006,,81.85679626464844,182.0
2007,,80.41320037841797,182.0
2008,,79.35883331298828,182.0
2009,,81.21681213378906,182.0
2010,,81.58042907714844,182.0
