year,percentage,gender,country_id,enrollment_abroad_id
2019,0.0,Male,56.0,EAB3559
2020,0.0,Male,56.0,EAB3560
2021,0.0,Male,56.0,EAB3561
2022,0.0,Male,56.0,EAB3562
2023,0.0,Male,56.0,EAB3563
2001,5.164,Male,164.0,EAB3564
2002,4.7749,Male,164.0,EAB3565
2003,4.2926,Male,164.0,EAB3566
2004,3.9571,Male,164.0,EAB3567
2005,4.1733,Male,164.0,EAB3568
2006,3.189,Male,164.0,EAB3569
2007,2.8014,Male,164.0,EAB3570
2008,2.4739,Male,164.0,EAB3571
2009,2.302,Male,164.0,EAB3572
2010,2.3417,Male,164.0,EAB3573
2011,3.0417,Male,164.0,EAB3574
2012,2.3774,Male,164.0,EAB3575
2013,2.8629,Male,164.0,EAB3576
2014,2.8527,Male,164.0,EAB3577
2015,2.8158,Male,164.0,EAB3578
2016,2.8041,Male,164.0,EAB3579
2017,2.9804,Male,164.0,EAB3580
2018,4.6127,Male,164.0,EAB3581
2019,5.0847,Male,164.0,EAB3582
2020,5.1335,Male,164.0,EAB3583
2021,6.1388,Male,164.0,EAB3584
2022,4.9043,Male,164.0,EAB3585
2000,1.3247,Male,205.0,EAB3586
2001,1.6048,Male,205.0,EAB3587
2002,1.9266,Male,205.0,EAB3588
2003,2.1671,Male,205.0,EAB3589
2004,2.1954,Male,205.0,EAB3590
2005,2.2181,Male,205.0,EAB3591
2006,2.6024,Male,205.0,EAB3592
2007,2.6415,Male,205.0,EAB3593
2008,2.9575,Male,205.0,EAB3594
2009,3.3082,Male,205.0,EAB3595
2010,3.6569,Male,205.0,EAB3596
2011,4.2114,Male,205.0,EAB3597
2012,1.7639,Male,205.0,EAB3598
2013,1.9237,Male,205.0,EAB3599
2014,2.0594,Male,205.0,EAB3600
2015,2.0887,Male,205.0,EAB3601
2016,2.2818,Male,205.0,EAB3602
2017,2.5055,Male,205.0,EAB3603
2018,2.6725,Male,205.0,EAB3604
2019,2.3625,Male,205.0,EAB3605
2020,2.4125,Male,205.0,EAB3606
2021,2.5697,Male,205.0,EAB3607
2022,2.4416,Male,205.0,EAB3608
2023,2.1254,Male,205.0,EAB3609
2001,0.8877,Male,173.0,EAB3610
2002,0.9717,Male,173.0,EAB3611
2003,0.8781,Male,173.0,EAB3612
2004,0.7943,Male,173.0,EAB3613
2005,0.7691,Male,173.0,EAB3614
2006,0.7845,Male,173.0,EAB3615
2007,0.776,Male,173.0,EAB3616
2008,0.818,Male,173.0,EAB3617
2009,0.8838,Male,173.0,EAB3618
2010,0.9384,Male,173.0,EAB3619
2011,1.0763,Male,173.0,EAB3620
2012,0.7672,Male,173.0,EAB3621
2013,0.7008,Male,173.0,EAB3622
2014,0.7747,Male,173.0,EAB3623
2015,0.6285,Male,173.0,EAB3624
2016,0.5676,Male,173.0,EAB3625
2017,0.5643,Male,173.0,EAB3626
2018,0.5698,Male,173.0,EAB3627
2019,0.5978,Male,173.0,EAB3628
2020,0.6431,Male,173.0,EAB3629
2021,0.6705,Male,173.0,EAB3630
2022,0.6419,Male,173.0,EAB3631
2023,0.6538,Male,173.0,EAB3632
2000,1.4537,Male,73.0,EAB3633
2001,1.3791,Male,73.0,EAB3634
2002,1.2408,Male,73.0,EAB3635
2003,1.0478,Male,73.0,EAB3636
2004,0.922,Male,73.0,EAB3637
2005,0.8757,Male,73.0,EAB3638
2006,0.8801,Male,73.0,EAB3639
2007,1.1091,Male,73.0,EAB3640
2008,1.3821,Male,73.0,EAB3641
2009,1.6781,Male,73.0,EAB3642
2010,2.4619,Male,73.0,EAB3643
2011,2.9988,Male,73.0,EAB3644
2012,2.7267,Male,73.0,EAB3645
2013,3.0784,Male,73.0,EAB3646
2014,3.5461,Male,73.0,EAB3647
2015,3.7518,Male,73.0,EAB3648
2016,4.2964,Male,73.0,EAB3649
2017,4.1038,Male,73.0,EAB3650
2018,4.1606,Male,73.0,EAB3651
2019,3.7966,Male,73.0,EAB3652
2020,3.1167,Male,73.0,EAB3653
2021,2.5146,Male,73.0,EAB3654
2022,2.1275,Male,73.0,EAB3655
2023,1.9904,Male,73.0,EAB3656
2000,0.0,Male,16.0,EAB3657
2001,0.0,Male,16.0,EAB3658
2002,0.0,Male,16.0,EAB3659
2003,0.0,Male,16.0,EAB3660
2004,0.0,Male,16.0,EAB3661
2005,0.0,Male,16.0,EAB3662
2006,0.0,Male,16.0,EAB3663
2007,0.0,Male,16.0,EAB3664
2008,0.0,Male,16.0,EAB3665
2009,0.0,Male,16.0,EAB3666
2010,0.0,Male,16.0,EAB3667
2011,0.4384,Male,16.0,EAB3668
2012,0.3274,Male,16.0,EAB3669
2013,0.3569,Male,16.0,EAB3670
2014,0.4041,Male,16.0,EAB3671
2015,0.4188,Male,16.0,EAB3672
2016,0.4279,Male,16.0,EAB3673
2017,0.4182,Male,16.0,EAB3674
2018,0.3849,Male,16.0,EAB3675
2019,0.3535,Male,16.0,EAB3676
2020,0.3599,Male,16.0,EAB3677
2021,0.3823,Male,16.0,EAB3678
2022,0.4259,Male,16.0,EAB3679
2023,0.4522,Male,16.0,EAB3680
2000,1.3496,Male,11.0,EAB3681
2001,1.5669,Male,11.0,EAB3682
2002,1.7601,Male,11.0,EAB3683
2003,2.072,Male,11.0,EAB3684
2004,2.0182,Male,11.0,EAB3685
2005,2.0849,Male,11.0,EAB3686
2006,2.1554,Male,11.0,EAB3687
2007,2.1157,Male,11.0,EAB3688
2008,2.1348,Male,11.0,EAB3689
2009,2.0731,Male,11.0,EAB3690
2010,2.1152,Male,11.0,EAB3691
2011,2.0835,Male,11.0,EAB3692
2012,1.301,Male,11.0,EAB3693
2013,1.1578,Male,11.0,EAB3694
2014,1.2029,Male,11.0,EAB3695
2015,1.1863,Male,11.0,EAB3696
2016,1.1596,Male,11.0,EAB3697
2017,1.1267,Male,11.0,EAB3698
2018,1.1949,Male,11.0,EAB3699
2019,1.2808,Male,11.0,EAB3700
2020,1.33,Male,11.0,EAB3701
2021,1.3698,Male,11.0,EAB3702
2022,1.3681,Male,11.0,EAB3703
2023,1.3662,Male,11.0,EAB3704
2014,8.7008,Male,154.0,EAB3705
2015,9.5376,Male,154.0,EAB3706
2000,5.5748,Male,25.0,EAB3707
2001,5.5515,Male,25.0,EAB3708
2002,5.3468,Male,25.0,EAB3709
2003,5.1339,Male,25.0,EAB3710
2004,5.0991,Male,25.0,EAB3711
2005,7.0649,Male,25.0,EAB3712
2006,9.0724,Male,25.0,EAB3713
2007,11.1571,Male,25.0,EAB3714
2008,13.3261,Male,25.0,EAB3715
2009,13.5765,Male,25.0,EAB3716
2010,13.6249,Male,25.0,EAB3717
2011,13.2106,Male,25.0,EAB3718
2012,10.4019,Male,25.0,EAB3719
2013,10.1644,Male,25.0,EAB3720
2014,9.764,Male,25.0,EAB3721
2015,9.34,Male,25.0,EAB3722
2016,8.7158,Male,25.0,EAB3723
2017,8.3897,Male,25.0,EAB3724
2018,8.1337,Male,25.0,EAB3725
2019,7.3882,Male,25.0,EAB3726
2020,7.2168,Male,25.0,EAB3727
2021,6.9497,Male,25.0,EAB3728
2022,7.0615,Male,25.0,EAB3729
2023,6.6746,Male,25.0,EAB3730
2000,0.4834,Male,45.0,EAB3731
2001,0.4342,Male,45.0,EAB3732
2002,0.3945,Male,45.0,EAB3733
2003,0.3892,Male,45.0,EAB3734
2004,0.3776,Male,45.0,EAB3735
2005,0.4232,Male,45.0,EAB3736
2006,0.3714,Male,45.0,EAB3737
2007,0.3495,Male,45.0,EAB3738
2008,0.3312,Male,45.0,EAB3739
2009,0.2941,Male,45.0,EAB3740
2010,0.283,Male,45.0,EAB3741
2011,0.3183,Male,45.0,EAB3742
2012,0.2134,Male,45.0,EAB3743
2013,0.2316,Male,45.0,EAB3744
2014,0.2299,Male,45.0,EAB3745
2015,0.226,Male,45.0,EAB3746
2016,0.2562,Male,45.0,EAB3747
2017,0.2594,Male,45.0,EAB3748
2018,0.2516,Male,45.0,EAB3749
2019,0.2264,Male,45.0,EAB3750
2020,0.236,Male,45.0,EAB3751
2021,0.2818,Male,45.0,EAB3752
2022,0.3036,Male,45.0,EAB3753
2023,0.3029,Male,45.0,EAB3754
2000,0.7495,Male,79.0,EAB3755
2001,0.8679,Male,79.0,EAB3756
2002,0.9036,Male,79.0,EAB3757
2003,1.03,Male,79.0,EAB3758
2004,1.0292,Male,79.0,EAB3759
2005,1.0831,Male,79.0,EAB3760
2006,1.148,Male,79.0,EAB3761
2007,1.2654,Male,79.0,EAB3762
2008,1.2898,Male,79.0,EAB3763
2009,1.3681,Male,79.0,EAB3764
2010,1.3567,Male,79.0,EAB3765
2011,1.0336,Male,79.0,EAB3766
2012,0.6738,Male,79.0,EAB3767
2013,0.6112,Male,79.0,EAB3768
2014,0.5873,Male,79.0,EAB3769
2015,0.6332,Male,79.0,EAB3770
2016,0.6334,Male,79.0,EAB3771
2017,0.6483,Male,79.0,EAB3772
2018,0.6517,Male,79.0,EAB3773
2019,0.6947,Male,79.0,EAB3774
2020,0.7431,Male,79.0,EAB3775
2021,0.7724,Male,79.0,EAB3776
2022,0.799,Male,79.0,EAB3777
2023,0.8113,Male,79.0,EAB3778
2001,88.3815,Male,191.0,EAB3779
2002,96.8312,Male,191.0,EAB3780
2003,99.5106,Male,191.0,EAB3781
2004,117.7699,Male,191.0,EAB3782
2005,109.9316,Male,191.0,EAB3783
2006,101.85,Male,191.0,EAB3784
2007,114.4956,Male,191.0,EAB3785
2008,108.9726,Male,191.0,EAB3786
2009,110.6084,Male,191.0,EAB3787
2010,111.3356,Male,191.0,EAB3788
2011,111.5913,Male,191.0,EAB3789
2012,73.4438,Male,191.0,EAB3790
2013,91.4537,Male,191.0,EAB3791
2014,49.7072,Male,191.0,EAB3792
2015,44.0299,Male,191.0,EAB3793
2016,46.0882,Male,191.0,EAB3794
2017,44.1148,Male,191.0,EAB3795
2018,44.635,Male,191.0,EAB3796
2019,450.6363,Male,191.0,EAB3797
2020,52.6604,Male,191.0,EAB3798
2021,25.3273,Male,191.0,EAB3799
2022,23.6147,Male,191.0,EAB3800
2023,26.667,Male,191.0,EAB3801
2000,0.5968,Male,89.0,EAB3802
2001,0.5197,Male,89.0,EAB3803
2002,0.5692,Male,89.0,EAB3804
2003,0.4913,Male,89.0,EAB3805
2004,0.4363,Male,89.0,EAB3806
2005,0.4471,Male,89.0,EAB3807
2006,0.459,Male,89.0,EAB3808
2007,0.4755,Male,89.0,EAB3809
2008,0.534,Male,89.0,EAB3810
2009,0.5909,Male,89.0,EAB3811
2010,0.6734,Male,89.0,EAB3812
2011,0.6815,Male,89.0,EAB3813
2012,0.5433,Male,89.0,EAB3814
2013,0.5409,Male,89.0,EAB3815
2014,0.5348,Male,89.0,EAB3816
2015,0.5634,Male,89.0,EAB3817
2016,0.6158,Male,89.0,EAB3818
2017,0.5849,Male,89.0,EAB3819
2018,0.6664,Male,89.0,EAB3820
2019,0.8699,Male,89.0,EAB3821
2020,1.0273,Male,89.0,EAB3822
2021,1.1232,Male,89.0,EAB3823
2022,1.2939,Male,89.0,EAB3824
2023,1.2763,Male,89.0,EAB3825
2000,3.3217,Male,210.0,EAB3826
2001,3.9046,Male,210.0,EAB3827
2002,4.0863,Male,210.0,EAB3828
2003,3.8887,Male,210.0,EAB3829
2004,3.3373,Male,210.0,EAB3830
2005,3.7145,Male,210.0,EAB3831
2006,4.2224,Male,210.0,EAB3832
2007,4.5795,Male,210.0,EAB3833
2008,4.5501,Male,210.0,EAB3834
2009,5.0558,Male,210.0,EAB3835
2010,5.2317,Male,210.0,EAB3836
2011,5.7875,Male,210.0,EAB3837
2012,2.6282,Male,210.0,EAB3838
2013,2.8195,Male,210.0,EAB3839
2014,3.1665,Male,210.0,EAB3840
2015,3.1143,Male,210.0,EAB3841
2016,3.4433,Male,210.0,EAB3842
2017,3.7328,Male,210.0,EAB3843
2018,3.6982,Male,210.0,EAB3844
2019,3.2151,Male,210.0,EAB3845
2020,3.7663,Male,210.0,EAB3846
2021,3.7653,Male,210.0,EAB3847
2022,3.4509,Male,210.0,EAB3848
2023,3.4464,Male,210.0,EAB3849
2000,0.0,Male,102.0,EAB3850
2001,0.0,Male,102.0,EAB3851
2002,0.0,Male,102.0,EAB3852
2003,0.0,Male,102.0,EAB3853
2004,0.0,Male,102.0,EAB3854
2005,0.0,Male,102.0,EAB3855
2006,0.0,Male,102.0,EAB3856
2007,0.0,Male,102.0,EAB3857
2008,0.0,Male,102.0,EAB3858
2009,0.0,Male,102.0,EAB3859
2010,0.0,Male,102.0,EAB3860
2011,0.0817,Male,102.0,EAB3861
2012,0.0596,Male,102.0,EAB3862
2013,0.0652,Male,102.0,EAB3863
2014,0.1031,Male,102.0,EAB3864
2015,0.1158,Male,102.0,EAB3865
2016,0.1114,Male,102.0,EAB3866
2017,0.1216,Male,102.0,EAB3867
2018,0.2209,Male,102.0,EAB3868
2019,0.2467,Male,102.0,EAB3869
2020,0.2737,Male,102.0,EAB3870
2021,0.237,Male,102.0,EAB3871
2022,0.3034,Male,102.0,EAB3872
2023,0.2701,Male,102.0,EAB3873
2000,4.7459,Male,206.0,EAB3874
2001,4.6289,Male,206.0,EAB3875
2002,4.4285,Male,206.0,EAB3876
2003,4.8034,Male,206.0,EAB3877
2004,2.1755,Male,206.0,EAB3878
2005,2.1536,Male,206.0,EAB3879
2006,2.3325,Male,206.0,EAB3880
2007,2.2043,Male,206.0,EAB3881
2008,2.3207,Male,206.0,EAB3882
2009,2.7222,Male,206.0,EAB3883
2010,3.2278,Male,206.0,EAB3884
2011,3.4538,Male,206.0,EAB3885
2012,1.706,Male,206.0,EAB3886
2013,1.5634,Male,206.0,EAB3887
2014,1.6199,Male,206.0,EAB3888
2015,1.5842,Male,206.0,EAB3889
2016,1.5898,Male,206.0,EAB3890
2017,1.4232,Male,206.0,EAB3891
2018,1.4473,Male,206.0,EAB3892
2019,1.4344,Male,206.0,EAB3893
2020,1.4361,Male,206.0,EAB3894
2021,1.4104,Male,206.0,EAB3895
2022,1.3342,Male,206.0,EAB3896
2023,1.4238,Male,206.0,EAB3897
2000,2.3959,Male,66.0,EAB3898
2001,3.708,Male,66.0,EAB3899
2002,4.6005,Male,66.0,EAB3900
2003,5.9267,Male,66.0,EAB3901
2004,6.3609,Male,66.0,EAB3902
2005,7.7328,Male,66.0,EAB3903
2006,9.7072,Male,66.0,EAB3904
2007,10.8396,Male,66.0,EAB3905
2008,12.0967,Male,66.0,EAB3906
2009,13.3099,Male,66.0,EAB3907
2010,14.8613,Male,66.0,EAB3908
2011,16.2924,Male,66.0,EAB3909
2012,7.445,Male,66.0,EAB3910
2013,7.7053,Male,66.0,EAB3911
2014,7.5426,Male,66.0,EAB3912
2015,7.9807,Male,66.0,EAB3913
2016,8.5762,Male,66.0,EAB3914
2017,9.061,Male,66.0,EAB3915
2018,9.2222,Male,66.0,EAB3916
2019,6.9467,Male,66.0,EAB3917
2020,9.574,Male,66.0,EAB3918
2021,9.896,Male,66.0,EAB3919
2022,9.96,Male,66.0,EAB3920
2023,9.8846,Male,66.0,EAB3921
2000,7.0523,Male,107.0,EAB3922
2001,4.8078,Male,107.0,EAB3923
2002,2.4933,Male,107.0,EAB3924
2003,2.7919,Male,107.0,EAB3925
2004,3.02,Male,107.0,EAB3926
2005,3.3068,Male,107.0,EAB3927
2006,3.3843,Male,107.0,EAB3928
2007,3.341,Male,107.0,EAB3929
2008,3.4056,Male,107.0,EAB3930
2009,3.5533,Male,107.0,EAB3931
2010,3.6752,Male,107.0,EAB3932
2011,4.0398,Male,107.0,EAB3933
2012,1.7381,Male,107.0,EAB3934
2013,1.9144,Male,107.0,EAB3935
2014,1.9752,Male,107.0,EAB3936
2015,2.2601,Male,107.0,EAB3937
2016,2.3912,Male,107.0,EAB3938
2017,2.6527,Male,107.0,EAB3939
2018,2.6012,Male,107.0,EAB3940
2019,3.8115,Male,107.0,EAB3941
2020,2.5321,Male,107.0,EAB3942
2021,2.3372,Male,107.0,EAB3943
2022,2.3837,Male,107.0,EAB3944
2023,2.1429,Male,107.0,EAB3945
2000,4.6895,Male,127.0,EAB3946
2001,5.3865,Male,127.0,EAB3947
2002,5.8748,Male,127.0,EAB3948
2003,5.5973,Male,127.0,EAB3949
2004,4.8855,Male,127.0,EAB3950
2005,4.9338,Male,127.0,EAB3951
2006,4.9096,Male,127.0,EAB3952
2007,5.0408,Male,127.0,EAB3953
2008,4.7829,Male,127.0,EAB3954
2009,4.9018,Male,127.0,EAB3955
2010,5.0185,Male,127.0,EAB3956
2011,5.202,Male,127.0,EAB3957
2012,2.4563,Male,127.0,EAB3958
2013,2.4292,Male,127.0,EAB3959
2014,2.378,Male,127.0,EAB3960
2015,2.3084,Male,127.0,EAB3961
2016,2.4523,Male,127.0,EAB3962
2017,2.4219,Male,127.0,EAB3963
2018,2.3532,Male,127.0,EAB3964
2019,2.3949,Male,127.0,EAB3965
2020,2.1389,Male,127.0,EAB3966
2021,1.9734,Male,127.0,EAB3967
2022,2.018,Male,127.0,EAB3968
2023,2.0136,Male,127.0,EAB3969
2000,2.5293,Male,180.0,EAB3970
2001,2.9041,Male,180.0,EAB3971
2002,3.6998,Male,180.0,EAB3972
2003,4.0785,Male,180.0,EAB3973
2004,4.5917,Male,180.0,EAB3974
2005,5.0937,Male,180.0,EAB3975
2006,5.5726,Male,180.0,EAB3976
2007,5.9296,Male,180.0,EAB3977
2008,6.5895,Male,180.0,EAB3978
2009,6.9465,Male,180.0,EAB3979
2010,6.794,Male,180.0,EAB3980
2011,7.2532,Male,180.0,EAB3981
2012,2.3593,Male,180.0,EAB3982
2013,2.374,Male,180.0,EAB3983
2014,2.3767,Male,180.0,EAB3984
2015,2.2323,Male,180.0,EAB3985
2016,2.2082,Male,180.0,EAB3986
2017,2.0842,Male,180.0,EAB3987
2018,2.0625,Male,180.0,EAB3988
2019,2.0405,Male,180.0,EAB3989
2020,1.8534,Male,180.0,EAB3990
2021,1.834,Male,180.0,EAB3991
2022,1.6327,Male,180.0,EAB3992
2023,2.562,Male,180.0,EAB3993
2000,0.0,Male,40.0,EAB3994
2001,0.0,Male,40.0,EAB3995
2002,0.0,Male,40.0,EAB3996
2003,0.0,Male,40.0,EAB3997
2004,0.0,Male,40.0,EAB3998
2005,0.0,Male,40.0,EAB3999
2006,0.0,Male,40.0,EAB4000
2007,0.0,Male,40.0,EAB4001
2008,0.0,Male,40.0,EAB4002
2009,0.0,Male,40.0,EAB4003
2010,0.0,Male,40.0,EAB4004
2011,0.0,Male,40.0,EAB4005
2015,6.1405,Male,40.0,EAB4006
2016,10.7706,Male,40.0,EAB4007
2017,8.4009,Male,40.0,EAB4008
2018,9.4316,Male,40.0,EAB4009
2019,13.5181,Male,40.0,EAB4010
2020,17.3377,Male,40.0,EAB4011
2021,13.0262,Male,40.0,EAB4012
2022,10.2623,Male,40.0,EAB4013
2023,10.5613,Male,40.0,EAB4014
2000,9.0646,Male,188.0,EAB4015
2001,8.8389,Male,188.0,EAB4016
2002,9.3283,Male,188.0,EAB4017
2003,10.3548,Male,188.0,EAB4018
2004,11.5461,Male,188.0,EAB4019
2005,12.3488,Male,188.0,EAB4020
2006,11.2541,Male,188.0,EAB4021
2007,11.5331,Male,188.0,EAB4022
2008,11.4986,Male,188.0,EAB4023
2009,10.2955,Male,188.0,EAB4024
2010,9.8742,Male,188.0,EAB4025
2011,9.3479,Male,188.0,EAB4026
2012,4.6322,Male,188.0,EAB4027
2013,4.1111,Male,188.0,EAB4028
2014,3.6746,Male,188.0,EAB4029
2015,3.4779,Male,188.0,EAB4030
2016,4.2501,Male,188.0,EAB4031
2017,4.1606,Male,188.0,EAB4032
2018,4.3029,Male,188.0,EAB4033
2019,4.8361,Male,188.0,EAB4034
2020,4.8615,Male,188.0,EAB4035
2021,4.3877,Male,188.0,EAB4036
2022,4.5674,Male,188.0,EAB4037
2023,7.1398,Male,188.0,EAB4038
2000,13.4223,Male,17.0,EAB4039
2001,15.2449,Male,17.0,EAB4040
2002,66.0081,Male,17.0,EAB4041
2003,18.2234,Male,17.0,EAB4042
2004,17.3199,Male,17.0,EAB4043
2005,29.1417,Male,17.0,EAB4044
2006,28.5659,Male,17.0,EAB4045
2007,26.8223,Male,17.0,EAB4046
2008,28.6857,Male,17.0,EAB4047
2009,28.5207,Male,17.0,EAB4048
2010,25.9047,Male,17.0,EAB4049
2011,24.5191,Male,17.0,EAB4050
2012,16.2495,Male,17.0,EAB4051
2013,8.8979,Male,17.0,EAB4052
2014,8.8046,Male,17.0,EAB4053
2015,8.3492,Male,17.0,EAB4054
2016,9.1857,Male,17.0,EAB4055
2017,8.9857,Male,17.0,EAB4056
2018,7.6941,Male,17.0,EAB4057
2019,7.0778,Male,17.0,EAB4058
2020,5.8703,Male,17.0,EAB4059
2021,7.5027,Male,17.0,EAB4060
2022,6.9983,Male,17.0,EAB4061
2023,7.5233,Male,17.0,EAB4062
2000,0.8176,Male,209.0,EAB4063
2001,0.8247,Male,209.0,EAB4064
2002,0.8795,Male,209.0,EAB4065
2003,0.8587,Male,209.0,EAB4066
2004,0.8158,Male,209.0,EAB4067
2005,0.8028,Male,209.0,EAB4068
2006,0.8133,Male,209.0,EAB4069
2007,0.7966,Male,209.0,EAB4070
2008,0.8524,Male,209.0,EAB4071
2009,0.8317,Male,209.0,EAB4072
2010,0.826,Male,209.0,EAB4073
2011,0.9548,Male,209.0,EAB4074
2012,0.675,Male,209.0,EAB4075
2013,0.6504,Male,209.0,EAB4076
2014,0.67,Male,209.0,EAB4077
2015,0.6523,Male,209.0,EAB4078
2016,0.7014,Male,209.0,EAB4079
2017,0.8003,Male,209.0,EAB4080
2018,0.7349,Male,209.0,EAB4081
2019,1.9734,Male,209.0,EAB4082
2020,2.047,Male,209.0,EAB4083
2021,2.1972,Male,209.0,EAB4084
2022,1.7893,Male,209.0,EAB4085
2023,1.7138,Male,209.0,EAB4086
2000,1.5452,Male,57.0,EAB4087
2001,1.6028,Male,57.0,EAB4088
2002,1.6817,Male,57.0,EAB4089
2003,1.783,Male,57.0,EAB4090
2004,1.7542,Male,57.0,EAB4091
2005,1.8405,Male,57.0,EAB4092
2006,1.8166,Male,57.0,EAB4093
2007,1.7482,Male,57.0,EAB4094
2008,1.7035,Male,57.0,EAB4095
2009,1.5927,Male,57.0,EAB4096
2010,1.5598,Male,57.0,EAB4097
2011,1.559,Male,57.0,EAB4098
2012,1.0912,Male,57.0,EAB4099
2013,1.071,Male,57.0,EAB4100
2014,1.1384,Male,57.0,EAB4101
2015,1.2678,Male,57.0,EAB4102
2016,1.1642,Male,57.0,EAB4103
2017,1.1475,Male,57.0,EAB4104
2018,1.2727,Male,57.0,EAB4105
2019,1.2141,Male,57.0,EAB4106
2020,1.2493,Male,57.0,EAB4107
2021,1.2934,Male,57.0,EAB4108
2022,1.3188,Male,57.0,EAB4109
2023,1.3539,Male,57.0,EAB4110
2001,0.8483,Male,183.0,EAB4111
2002,0.9387,Male,183.0,EAB4112
2003,0.9438,Male,183.0,EAB4113
2004,0.9283,Male,183.0,EAB4114
2005,0.9197,Male,183.0,EAB4115
2006,0.9407,Male,183.0,EAB4116
2007,0.979,Male,183.0,EAB4117
2008,0.9657,Male,183.0,EAB4118
2009,0.9925,Male,183.0,EAB4119
2010,1.0216,Male,183.0,EAB4120
2011,1.1181,Male,183.0,EAB4121
2012,0.5283,Male,183.0,EAB4122
2013,0.5159,Male,183.0,EAB4123
2014,0.5257,Male,183.0,EAB4124
2015,0.5404,Male,183.0,EAB4125
2016,0.5465,Male,183.0,EAB4126
2017,0.5806,Male,183.0,EAB4127
2018,0.6015,Male,183.0,EAB4128
2019,0.6143,Male,183.0,EAB4129
2020,0.6232,Male,183.0,EAB4130
2021,0.5308,Male,183.0,EAB4131
2022,0.5531,Male,183.0,EAB4132
2023,0.6063,Male,183.0,EAB4133
2000,0.5134,Male,158.0,EAB4134
2001,0.5535,Male,158.0,EAB4135
2002,0.7209,Male,158.0,EAB4136
2003,0.7672,Male,158.0,EAB4137
2004,0.7459,Male,158.0,EAB4138
2005,0.8718,Male,158.0,EAB4139
2006,0.8036,Male,158.0,EAB4140
2007,0.871,Male,158.0,EAB4141
2008,1.3354,Male,158.0,EAB4142
2009,1.5388,Male,158.0,EAB4143
2010,2.0402,Male,158.0,EAB4144
2011,2.1232,Male,158.0,EAB4145
2012,1.8525,Male,158.0,EAB4146
2013,2.2383,Male,158.0,EAB4147
2014,2.7661,Male,158.0,EAB4148
2015,3.3784,Male,158.0,EAB4149
2016,4.5182,Male,158.0,EAB4150
2017,4.2318,Male,158.0,EAB4151
2018,5.4168,Male,158.0,EAB4152
2019,5.826,Male,158.0,EAB4153
2020,5.5418,Male,158.0,EAB4154
2021,5.8019,Male,158.0,EAB4155
2022,7.0217,Male,158.0,EAB4156
2023,7.2662,Male,158.0,EAB4157
2000,2.0738,Male,48.0,EAB4158
2001,1.8754,Male,48.0,EAB4159
2002,1.7488,Male,48.0,EAB4160
2003,1.9124,Male,48.0,EAB4161
2004,1.9048,Male,48.0,EAB4162
2005,1.6891,Male,48.0,EAB4163
2006,1.7172,Male,48.0,EAB4164
2007,1.7012,Male,48.0,EAB4165
2008,2.2474,Male,48.0,EAB4166
2009,3.1111,Male,48.0,EAB4167
2010,5.2976,Male,48.0,EAB4168
2011,6.984,Male,48.0,EAB4169
2012,7.4822,Male,48.0,EAB4170
2013,9.6205,Male,48.0,EAB4171
2014,11.7005,Male,48.0,EAB4172
2015,12.484,Male,48.0,EAB4173
2016,11.7643,Male,48.0,EAB4174
2017,11.5585,Male,48.0,EAB4175
2018,12.7659,Male,48.0,EAB4176
2019,16.6203,Male,48.0,EAB4177
2020,20.4873,Male,48.0,EAB4178
2021,19.1812,Male,48.0,EAB4179
2022,17.0679,Male,48.0,EAB4180
2023,19.184,Male,48.0,EAB4181
2000,20.6661,Male,47.0,EAB4182
2001,20.749,Male,47.0,EAB4183
2002,23.1602,Male,47.0,EAB4184
2003,20.3205,Male,47.0,EAB4185
2004,21.2739,Male,47.0,EAB4186
2005,22.3697,Male,47.0,EAB4187
2006,24.3435,Male,47.0,EAB4188
2007,26.3435,Male,47.0,EAB4189
2008,23.9453,Male,47.0,EAB4190
2009,23.8137,Male,47.0,EAB4191
2010,28.9601,Male,47.0,EAB4192
2011,23.1944,Male,47.0,EAB4193
2012,19.6052,Male,47.0,EAB4194
2013,19.8822,Male,47.0,EAB4195
2014,19.6366,Male,47.0,EAB4196
2015,19.0336,Male,47.0,EAB4197
2016,22.4093,Male,47.0,EAB4198
2017,21.7309,Male,47.0,EAB4199
2018,20.9982,Male,47.0,EAB4200
2019,21.2811,Male,47.0,EAB4201
2020,19.6356,Male,47.0,EAB4202
2021,22.3881,Male,47.0,EAB4203
2022,20.0707,Male,47.0,EAB4204
2023,15.6699,Male,47.0,EAB4205
2000,5.9795,Male,152.0,EAB4206
2001,5.9993,Male,152.0,EAB4207
2002,6.0184,Male,152.0,EAB4208
2003,6.8916,Male,152.0,EAB4209
2004,7.83,Male,152.0,EAB4210
2005,7.3566,Male,152.0,EAB4211
2006,7.5725,Male,152.0,EAB4212
2007,7.8111,Male,152.0,EAB4213
2008,8.5151,Male,152.0,EAB4214
2009,8.957,Male,152.0,EAB4215
2010,9.3892,Male,152.0,EAB4216
2011,9.2917,Male,152.0,EAB4217
2012,4.6835,Male,152.0,EAB4218
2013,4.0277,Male,152.0,EAB4219
2014,3.5838,Male,152.0,EAB4220
2015,3.8566,Male,152.0,EAB4221
2016,3.7102,Male,152.0,EAB4222
2017,3.9224,Male,152.0,EAB4223
2018,3.8733,Male,152.0,EAB4224
2019,3.5574,Male,152.0,EAB4225
2020,3.7081,Male,152.0,EAB4226
2021,3.5877,Male,152.0,EAB4227
2022,3.9947,Male,152.0,EAB4228
