institution_type,year,enrollment_percentage,field_id,country_id,enrollment_id
Public educational institutions,2021,93.5663,F003,75.0,ENR1545
Public educational institutions,2021,99.0513,F004,75.0,ENR1546
Public educational institutions,2021,75.6464,F001,202.0,ENR1547
Public educational institutions,2021,70.378,F002,202.0,ENR1548
Public educational institutions,2021,73.9032,F003,202.0,ENR1549
Public educational institutions,2021,83.128,F004,202.0,ENR1550
Public educational institutions,2021,73.6979,F001,106.0,ENR1551
Public educational institutions,2021,79.3178,F002,106.0,ENR1552
Public educational institutions,2021,78.9474,F003,106.0,ENR1553
Public educational institutions,2021,90.3963,F004,106.0,ENR1554
Public educational institutions,2021,96.0995,F001,24.0,ENR1555
Public educational institutions,2021,97.6858,F002,24.0,ENR1556
Public educational institutions,2021,91.3989,F003,24.0,ENR1557
Public educational institutions,2021,99.9476,F004,24.0,ENR1558
Public educational institutions,2021,48.7139,F001,74.0,ENR1559
Public educational institutions,2021,12.198,F002,74.0,ENR1560
Public educational institutions,2021,13.0742,F003,74.0,ENR1561
Public educational institutions,2021,80.31,F002,3.0,ENR1562
Public educational institutions,2021,85.0473,F003,3.0,ENR1563
Public educational institutions,2021,94.3599,F004,3.0,ENR1564
Public educational institutions,2021,6.9373,F001,42.0,ENR1565
Public educational institutions,2021,19.8373,F002,42.0,ENR1566
Public educational institutions,2021,47.6073,F003,42.0,ENR1567
Public educational institutions,2021,72.0167,F004,42.0,ENR1568
Public educational institutions,2021,2.0463,F001,63.0,ENR1569
Public educational institutions,2021,22.765,F002,63.0,ENR1570
Public educational institutions,2021,30.3777,F003,63.0,ENR1571
Public educational institutions,2021,36.7439,F004,63.0,ENR1572
Public educational institutions,2021,41.6561,F001,52.0,ENR1573
Public educational institutions,2021,85.5902,F002,21.0,ENR1574
Public educational institutions,2021,95.5377,F003,21.0,ENR1575
Public educational institutions,2021,98.604,F004,21.0,ENR1576
Public educational institutions,2021,96.054,F001,203.0,ENR1577
Public educational institutions,2021,66.2729,F002,203.0,ENR1578
Public educational institutions,2021,33.9124,F003,203.0,ENR1579
Public educational institutions,2021,51.7487,F004,203.0,ENR1580
Public educational institutions,2021,52.2155,F001,87.0,ENR1581
Public educational institutions,2021,90.833,F002,87.0,ENR1582
Public educational institutions,2021,65.9024,F003,87.0,ENR1583
Public educational institutions,2021,68.1922,F001,76.0,ENR1584
Public educational institutions,2021,94.9931,F002,76.0,ENR1585
Public educational institutions,2021,95.2712,F003,76.0,ENR1586
Public educational institutions,2021,68.7686,F001,69.0,ENR1587
Public educational institutions,2021,77.6767,F002,69.0,ENR1588
Public educational institutions,2021,93.2708,F003,69.0,ENR1589
Public educational institutions,2021,97.643,F004,69.0,ENR1590
Public educational institutions,2021,47.8346,F001,114.0,ENR1591
Public educational institutions,2021,66.272,F002,114.0,ENR1592
Public educational institutions,2021,71.1229,F003,114.0,ENR1593
Public educational institutions,2021,93.9863,F004,114.0,ENR1594
Public educational institutions,2021,75.3572,F001,139.0,ENR1595
Public educational institutions,2021,77.9901,F002,139.0,ENR1596
Public educational institutions,2021,85.9016,F003,139.0,ENR1597
Public educational institutions,2021,92.9009,F004,139.0,ENR1598
Public educational institutions,2021,67.8626,F001,107.0,ENR1599
Public educational institutions,2021,82.2273,F002,107.0,ENR1600
Public educational institutions,2021,89.9266,F003,107.0,ENR1601
Public educational institutions,2021,83.0436,F004,107.0,ENR1602
Public educational institutions,2021,67.5527,F001,182.0,ENR1603
Public educational institutions,2021,79.3044,F002,182.0,ENR1604
Public educational institutions,2021,63.0841,F003,182.0,ENR1605
Public educational institutions,2021,94.1094,F004,182.0,ENR1606
Public educational institutions,2021,29.5089,F001,127.0,ENR1607
Public educational institutions,2021,94.8116,F002,127.0,ENR1608
Public educational institutions,2021,92.0776,F003,127.0,ENR1609
Public educational institutions,2021,91.9283,F004,127.0,ENR1610
Public educational institutions,2021,14.7138,F001,156.0,ENR1611
Public educational institutions,2021,79.1856,F002,156.0,ENR1612
Public educational institutions,2021,94.4353,F003,156.0,ENR1613
Public educational institutions,2021,98.7057,F004,156.0,ENR1614
Public educational institutions,2021,92.6969,F001,148.0,ENR1615
Public educational institutions,2021,68.0451,F002,148.0,ENR1616
Public educational institutions,2021,48.3612,F003,148.0,ENR1617
Public educational institutions,2021,56.3701,F004,148.0,ENR1618
Public educational institutions,2021,43.2862,F001,161.0,ENR1619
Public educational institutions,2021,23.1308,F002,161.0,ENR1620
Public educational institutions,2021,84.3746,F003,161.0,ENR1621
Public educational institutions,2021,87.9585,F004,161.0,ENR1622
Public educational institutions,2021,85.853,F002,34.0,ENR1623
Public educational institutions,2021,90.6323,F003,34.0,ENR1624
Public educational institutions,2021,96.0274,F004,34.0,ENR1625
Public educational institutions,2021,75.0,F001,85.0,ENR1626
Public educational institutions,2021,87.7438,F002,85.0,ENR1627
Public educational institutions,2021,95.1097,F003,85.0,ENR1628
Public educational institutions,2021,97.843,F004,85.0,ENR1629
Public educational institutions,2021,9.0885,F001,28.0,ENR1630
Public educational institutions,2021,35.3271,F002,28.0,ENR1631
Public educational institutions,2021,85.5023,F002,205.0,ENR1632
Public educational institutions,2021,90.9371,F003,205.0,ENR1633
Public educational institutions,2021,98.6436,F004,205.0,ENR1634
